game,date,series,series_game,team,opp,result,mp,fg,fga,fgp,three,threeatt,threep,ft,fta,ftp,orb,drb,trb,ast,stl,blk,tov,pts,game_score,plus_minus
10,2013-05-22,ECF,1,MIA,IND,W (+1),47,12,24,0.5,2,6,0.333,4,7,0.571,3,7,10,10,0,3,4,30,24.1,3
11,2013-05-24,ECF,2,MIA,IND,L (-4),45,14,20,0.7,3,7,0.429,5,7,0.714,4,4,8,3,3,1,5,36,30.4,-7
12,2013-05-26,ECF,3,MIA,IND,W (+18),41,8,17,0.471,0,1,0,6,6,1,0,4,4,3,0,0,0,22,16.6,22
13,2013-05-28,ECF,4,MIA,IND,L (-7),43,8,18,0.444,4,7,0.571,4,6,0.667,4,2,6,5,1,3,2,24,19.4,-3
14,2013-05-30,ECF,5,MIA,IND,W (+11),44,13,26,0.5,3,7,0.429,1,4,0.25,0,8,8,6,2,1,3,30,21.7,14
15,2013-06-01,ECF,6,MIA,IND,L (-14),42,10,21,0.476,2,4,0.5,7,8,0.875,0,7,7,6,2,1,4,29,22.1,-22
16,2013-06-03,ECF,7,MIA,IND,W (+23),41,8,17,0.471,1,2,0.5,15,16,0.938,2,6,8,4,2,1,2,32,29.2,21
17,2013-06-06,FIN,1,MIA,SAS,L (-4),42,7,16,0.438,1,5,0.2,3,4,0.75,2,16,18,10,0,0,2,18,20.4,-3
18,2013-06-09,FIN,2,MIA,SAS,W (+19),41,7,17,0.412,1,3,0.333,2,2,1,1,7,8,7,3,3,2,17,17.9,29
19,2013-06-11,FIN,3,MIA,SAS,L (-36),39,7,21,0.333,1,5,0.2,0,0,,1,10,11,5,2,0,2,15,10.3,-32
20,2013-06-13,FIN,4,MIA,SAS,W (+16),41,15,25,0.6,1,2,0.5,2,4,0.5,3,8,11,4,2,2,1,33,29.6,8
21,2013-06-16,FIN,5,MIA,SAS,L (-10),44,8,22,0.364,2,4,0.5,7,9,0.778,3,3,6,8,4,0,3,25,21.2,-9
22,2013-06-18,FIN,6,MIA,SAS,W (+3),50,11,26,0.423,1,5,0.2,9,12,0.75,4,6,10,11,3,1,6,32,25.8,-1
23,2013-06-20,FIN,7,MIA,SAS,W (+7),45,12,23,0.522,5,10,0.5,8,8,1,3,9,12,4,2,0,2,37,32.5,8
1,2014-04-20,EC1,1,MIA,CHA,W (+11),39,8,16,0.5,4,8,0.5,7,10,0.7,0,9,9,1,0,0,3,27,17.8,0
2,2014-04-23,EC1,2,MIA,CHA,W (+4),40,11,17,0.647,1,5,0.2,9,12,0.75,0,6,6,8,4,0,4,32,29.9,6
3,2014-04-26,EC1,3,MIA,CHA,W (+13),36,10,18,0.556,1,2,0.5,9,10,0.9,0,10,10,6,2,0,2,30,27.8,20
4,2014-04-28,EC1,4,MIA,CHA,W (+11),43,10,19,0.526,1,5,0.2,10,12,0.833,0,7,7,9,3,1,2,31,29.8,12
5,2014-05-06,ECS,1,MIA,BRK,W (+21),36,10,15,0.667,0,0,,2,2,1,1,4,5,3,0,0,1,22,17.7,10
6,2014-05-08,ECS,2,MIA,BRK,W (+12),39,9,18,0.5,0,3,0,4,6,0.667,0,4,4,3,2,1,2,22,15.4,6
7,2014-05-10,ECS,3,MIA,BRK,L (-14),40,8,15,0.533,3,7,0.429,9,10,0.9,0,8,8,5,1,1,2,28,25.1,-14
8,2014-05-12,ECS,4,MIA,BRK,W (+6),43,16,24,0.667,3,6,0.5,14,19,0.737,0,6,6,2,3,0,1,49,39.8,13
9,2014-05-14,ECS,5,MIA,BRK,W (+2),44,6,14,0.429,2,5,0.4,15,17,0.882,2,7,9,5,0,1,5,29,23.1,4
10,2014-05-18,ECF,1,MIA,IND,L (-11),41,11,18,0.611,1,5,0.2,2,2,1,1,9,10,5,3,0,4,25,21.5,-13
11,2014-05-20,ECF,2,MIA,IND,W (+4),42,9,18,0.5,1,5,0.2,3,6,0.5,0,7,7,6,2,3,3,22,18,4
12,2014-05-24,ECF,3,MIA,IND,W (+12),40,9,14,0.643,1,2,0.5,7,9,0.778,1,4,5,7,3,0,6,26,22,24
13,2014-05-26,ECF,4,MIA,IND,W (+12),36,13,21,0.619,2,3,0.667,4,4,1,0,10,10,5,2,0,2,32,27.8,10
14,2014-05-28,ECF,5,MIA,IND,L (-3),24,2,10,0.2,1,3,0.333,2,3,0.667,1,1,2,4,0,1,3,7,-0.1,1
15,2014-05-30,ECF,6,MIA,IND,W (+25),32,8,12,0.667,0,0,,9,9,1,1,3,4,6,1,1,2,25,24.9,27
16,2014-06-05,FIN,1,MIA,SAS,L (-15),33,9,17,0.529,2,3,0.667,5,6,0.833,3,3,6,3,3,0,4,25,20,0
17,2014-06-08,FIN,2,MIA,SAS,W (+2),38,14,22,0.636,3,3,1,4,5,0.8,2,8,10,3,2,0,4,35,27.5,11
18,2014-06-10,FIN,3,MIA,SAS,L (-19),40,9,14,0.643,2,4,0.5,2,3,0.667,1,4,5,7,5,0,7,22,18.2,-21
19,2014-06-12,FIN,4,MIA,SAS,L (-21),38,10,17,0.588,4,8,0.5,4,6,0.667,0,8,8,2,0,0,3,28,20.1,-21
20,2014-06-15,FIN,5,MIA,SAS,L (-17),41,10,21,0.476,3,9,0.333,8,9,0.889,1,9,10,5,0,2,1,31,26.8,-16
1,2015-04-19,EC1,1,CLE,BOS,W (+13),42,8,18,0.444,1,3,0.333,3,4,0.75,0,6,6,7,2,1,5,20,13.8,3
2,2015-04-21,EC1,2,CLE,BOS,W (+8),42,11,22,0.5,1,5,0.2,7,8,0.875,1,8,9,7,0,2,6,30,20.8,11
3,2015-04-23,EC1,3,CLE,BOS,W (+8),42,13,26,0.5,1,5,0.2,4,5,0.8,1,10,11,4,4,2,2,31,27.1,0
4,2015-04-26,EC1,4,CLE,BOS,W (+8),46,10,24,0.417,1,7,0.143,6,10,0.6,0,10,10,8,3,1,6,27,18.1,7
5,2015-05-04,ECS,1,CLE,CHI,L (-7),42,9,22,0.409,0,3,0,1,2,0.5,4,11,15,9,3,1,6,19,15.3,-11
6,2015-05-06,ECS,2,CLE,CHI,W (+15),34,13,29,0.448,0,2,0,7,9,0.778,3,5,8,5,2,1,2,33,24.1,31
7,2015-05-08,ECS,3,CLE,CHI,L (-3),44,8,25,0.32,1,7,0.143,10,11,0.909,2,6,8,14,1,1,7,27,18.4,1
8,2015-05-10,ECS,4,CLE,CHI,W (+2),43,10,30,0.333,1,7,0.143,4,4,1,2,12,14,8,1,2,8,25,11.4,5
9,2015-05-12,ECS,5,CLE,CHI,W (+5),41,14,24,0.583,1,5,0.2,9,12,0.75,2,10,12,6,3,3,0,38,38.1,-4
10,2015-05-14,ECS,6,CLE,CHI,W (+21),41,7,23,0.304,0,4,0,1,2,0.5,1,8,9,11,0,2,4,15,7.9,20
11,2015-05-20,ECF,1,CLE,ATL,W (+8),38,12,26,0.462,0,1,0,7,8,0.875,1,7,8,6,1,0,4,31,20,3
12,2015-05-22,ECF,2,CLE,ATL,W (+12),39,10,22,0.455,2,7,0.286,8,11,0.727,1,8,9,11,0,1,4,30,24.5,18
13,2015-05-24,ECF,3,CLE,ATL,W (+3),47,14,37,0.378,1,6,0.167,8,10,0.8,8,10,18,13,3,0,6,37,29,-3
14,2015-05-26,ECF,4,CLE,ATL,W (+30),29,10,20,0.5,2,6,0.333,1,4,0.25,0,9,9,7,2,1,1,23,20.3,20
15,2015-06-04,FIN,1,CLE,GSW,L (-8),46,18,38,0.474,2,8,0.25,6,10,0.6,0,8,8,6,0,0,4,44,24.8,-3
16,2015-06-07,FIN,2,CLE,GSW,W (+2),50,11,35,0.314,3,6,0.5,14,18,0.778,4,12,16,11,1,1,3,39,28.9,0
17,2015-06-09,FIN,3,CLE,GSW,W (+5),46,14,34,0.412,2,6,0.333,10,12,0.833,1,11,12,8,4,2,4,40,31.6,7
18,2015-06-11,FIN,4,CLE,GSW,L (-21),41,7,22,0.318,1,4,0.25,5,10,0.5,2,10,12,8,0,0,2,20,11.4,-15
19,2015-06-14,FIN,5,CLE,GSW,L (-13),45,15,34,0.441,3,8,0.375,7,9,0.778,1,13,14,11,1,0,2,40,30.7,-11
20,2015-06-16,FIN,6,CLE,GSW,L (-8),47,13,33,0.394,2,10,0.2,4,8,0.5,3,15,18,9,2,0,6,32,20.2,-3
1,2016-04-17,EC1,1,CLE,DET,W (+5),41,9,17,0.529,0,3,0,4,4,1,1,5,6,11,2,2,1,22,24.8,18
2,2016-04-20,EC1,2,CLE,DET,W (+17),40,12,18,0.667,2,4,0.5,1,3,0.333,1,5,6,3,3,0,5,27,19.5,10
3,2016-04-22,EC1,3,CLE,DET,W (+10),43,8,24,0.333,1,6,0.167,3,5,0.6,1,12,13,7,0,1,5,20,9.7,17
4,2016-04-24,EC1,4,CLE,DET,W (+2),41,9,19,0.474,1,6,0.167,3,3,1,2,9,11,6,2,0,2,22,19,5
5,2016-05-02,ECS,1,CLE,ATL,W (+11),41,11,21,0.524,2,4,0.5,1,1,1,0,7,7,9,5,1,4,25,23.6,16
6,2016-05-04,ECS,2,CLE,ATL,W (+25),28,9,15,0.6,4,6,0.667,5,9,0.556,0,4,4,5,3,0,2,27,22.6,24
7,2016-05-06,ECS,3,CLE,ATL,W (+13),39,8,16,0.5,1,4,0.25,7,9,0.778,2,11,13,8,2,0,5,24,21.7,17
8,2016-05-08,ECS,4,CLE,ATL,W (+1),38,10,23,0.435,1,5,0.2,0,3,0,5,5,10,9,2,1,6,21,14.9,2
9,2016-05-17,ECF,1,CLE,TOR,W (+31),28,11,13,0.846,0,1,0,2,4,0.5,2,4,6,4,2,1,4,24,21.4,20
10,2016-05-19,ECF,2,CLE,TOR,W (+19),34,7,13,0.538,0,2,0,9,17,0.529,1,10,11,11,3,0,2,23,25.1,16
11,2016-05-21,ECF,3,CLE,TOR,L (-15),39,9,17,0.529,1,5,0.2,5,7,0.714,4,4,8,5,2,0,2,24,21.2,-12
12,2016-05-23,ECF,4,CLE,TOR,L (-6),46,11,16,0.688,1,3,0.333,6,6,1,4,5,9,6,2,1,1,29,31.2,-3
13,2016-05-25,ECF,5,CLE,TOR,W (+38),32,10,17,0.588,2,4,0.5,1,3,0.333,0,6,6,8,2,1,2,23,21.6,32
14,2016-05-27,ECF,6,CLE,TOR,W (+26),41,13,22,0.591,3,6,0.5,4,7,0.571,2,9,11,6,1,3,3,33,29.2,22
15,2016-06-02,FIN,1,CLE,GSW,L (-15),41,9,21,0.429,2,4,0.5,3,4,0.75,4,8,12,9,2,1,4,23,20.9,-9
16,2016-06-05,FIN,2,CLE,GSW,L (-33),34,7,17,0.412,1,5,0.2,4,4,1,0,8,8,9,4,1,7,19,15.1,-20
17,2016-06-08,FIN,3,CLE,GSW,W (+30),40,14,26,0.538,1,2,0.5,3,5,0.6,2,9,11,6,1,2,5,32,23.5,24
18,2016-06-10,FIN,4,CLE,GSW,L (-11),46,11,21,0.524,1,5,0.2,2,4,0.5,4,9,13,9,2,3,7,25,21.2,-12
19,2016-06-13,FIN,5,CLE,GSW,W (+15),43,16,30,0.533,4,8,0.5,5,8,0.625,4,12,16,7,3,3,2,41,39.2,13
20,2016-06-16,FIN,6,CLE,GSW,W (+14),43,16,27,0.593,3,6,0.5,6,8,0.75,2,6,8,11,4,3,1,41,42.5,26
21,2016-06-19,FIN,7,CLE,GSW,W (+4),47,9,24,0.375,1,5,0.2,8,10,0.8,1,10,11,11,2,3,5,27,23.1,4
1,2017-04-15,EC1,1,CLE,IND,W (+1),43,12,20,0.6,2,3,0.667,6,9,0.667,1,5,6,13,3,0,3,32,31.7,5
2,2017-04-17,EC1,2,CLE,IND,W (+6),42,11,20,0.55,0,2,0,3,6,0.5,0,10,10,7,4,4,8,25,20.1,6
3,2017-04-20,EC1,3,CLE,IND,W (+5),45,14,27,0.519,6,12,0.5,7,14,0.5,1,12,13,12,1,2,3,41,35.4,13
4,2017-04-23,EC1,4,CLE,IND,W (+4),45,13,25,0.52,1,3,0.333,6,9,0.667,0,10,10,4,4,2,4,33,26.3,4
5,2017-05-01,ECS,1,CLE,TOR,W (+11),41,13,23,0.565,2,5,0.4,7,8,0.875,2,8,10,4,1,1,3,35,28.2,16
6,2017-05-03,ECS,2,CLE,TOR,W (+22),37,10,14,0.714,4,6,0.667,15,21,0.714,1,5,6,4,3,2,3,39,36,24
